datetime,total_demand_kwh,hp_load_kwh,simulated_demand_kwh,simulated_stress_event
2013-03-19 20:00:00,377.016,0.0,377.016,1
2013-03-04 18:30:00,377.016,0.0,377.016,1
2013-02-08 21:00:00,336.912,40.0,376.912,1
2013-02-19 21:30:00,336.841,40.0,376.841,1
2013-01-17 22:00:00,376.66,0.0,376.66,1
2013-01-26 17:30:00,376.652,0.0,376.652,1
2014-01-01 20:00:00,336.63100000000003,40.0,376.63100000000003,1
2013-03-05 19:00:00,376.605,0.0,376.605,1
2013-02-01 21:00:00,336.563,40.0,376.563,1
2013-03-18 18:30:00,376.551,0.0,376.551,1
2013-03-10 20:30:00,376.336,0.0,376.336,1
2013-03-08 19:30:00,376.247,0.0,376.247,1
2013-03-22 18:30:00,376.201,0.0,376.201,1
2013-03-08 19:00:00,376.118,0.0,376.118,1
2013-12-28 20:00:00,336.052,40.0,376.052,1
2013-02-04 21:30:00,335.994,40.0,375.994,1
2013-02-01 21:30:00,335.974,40.0,375.974,1
2013-12-12 20:30:00,335.898,40.0,375.898,1
2013-03-07 19:00:00,375.885,0.0,375.885,1
2013-12-10 20:30:00,335.862,40.0,375.862,1
2013-03-01 18:30:00,375.832,0.0,375.832,1
2013-01-19 12:30:00,375.736,0.0,375.736,1
2013-01-06 21:00:00,335.651,40.0,375.651,1
2013-01-16 22:00:00,375.585,0.0,375.585,1
2013-12-06 20:30:00,335.47,40.0,375.47,1
2013-02-27 21:00:00,335.433,40.0,375.433,1
2013-01-19 11:00:00,375.387,0.0,375.387,1
2013-03-14 20:30:00,375.326,0.0,375.326,1
2013-12-26 18:00:00,335.301,40.0,375.301,1
2013-11-21 18:00:00,375.227,0.0,375.227,1
2013-12-08 20:30:00,335.165,40.0,375.165,1
2013-01-20 12:00:00,375.147,0.0,375.147,1
2013-12-15 20:00:00,335.102,40.0,375.102,1
2014-02-18 20:30:00,334.921,40.0,374.921,1
2013-01-04 20:30:00,334.895,40.0,374.895,1
2013-02-24 17:30:00,374.84,0.0,374.84,1
2013-11-20 19:00:00,374.821,0.0,374.821,1
2013-12-16 18:00:00,334.809,40.0,374.809,1
2014-01-05 17:00:00,374.576,0.0,374.576,1
2013-01-26 21:30:00,334.576,40.0,374.576,1
2014-01-29 21:30:00,334.427,40.0,374.427,1
2013-12-07 18:00:00,334.387,40.0,374.387,1
2013-03-23 18:00:00,374.355,0.0,374.355,1
2014-01-16 20:30:00,334.352,40.0,374.352,1
2013-03-17 19:30:00,374.313,0.0,374.313,1
2013-03-23 20:30:00,374.229,0.0,374.229,1
2013-01-15 17:30:00,374.197,0.0,374.197,1
2014-01-20 21:00:00,334.123,40.0,374.123,1
2014-01-02 20:30:00,334.099,40.0,374.099,1
2014-01-03 20:30:00,334.05,40.0,374.05,1
2014-01-22 20:30:00,334.002,40.0,374.002,1
2013-01-11 21:30:00,333.957,40.0,373.957,1
2014-02-19 19:00:00,333.653,40.0,373.653,1
2014-02-03 21:00:00,333.618,40.0,373.618,1
2013-11-10 18:30:00,373.412,0.0,373.412,1
2013-02-14 18:00:00,333.317,40.0,373.317,1
2014-01-23 20:30:00,333.202,40.0,373.202,1
2013-11-24 18:30:00,372.924,0.0,372.924,1
2014-02-22 19:30:00,332.864,40.0,372.864,1
2013-01-19 21:30:00,332.822,40.0,372.822,1
2013-12-04 20:30:00,332.796,40.0,372.796,1
2013-12-21 20:00:00,332.796,40.0,372.796,1
2013-12-03 21:00:00,332.769,40.0,372.769,1
2013-11-21 17:30:00,372.766,0.0,372.766,1
2013-01-30 21:30:00,332.718,40.0,372.718,1
2013-02-15 21:30:00,332.612,40.0,372.612,1
2013-12-23 20:30:00,332.436,40.0,372.436,1
2013-12-29 21:00:00,332.392,40.0,372.392,1
2014-02-06 20:30:00,332.297,40.0,372.297,1
2013-11-25 19:30:00,372.268,0.0,372.268,1
2014-01-14 21:00:00,332.237,40.0,372.237,1
2013-01-05 21:00:00,332.209,40.0,372.209,1
2013-01-22 17:00:00,372.124,0.0,372.124,1
2013-03-17 19:00:00,372.098,0.0,372.098,1
2014-01-24 20:30:00,332.076,40.0,372.076,1
2014-02-06 20:00:00,332.021,40.0,372.021,1
2013-12-10 21:00:00,331.892,40.0,371.892,1
2013-12-28 18:00:00,331.871,40.0,371.871,1
2013-12-20 20:30:00,331.819,40.0,371.819,1
2014-02-20 18:30:00,331.735,40.0,371.735,1
2013-01-13 16:30:00,371.609,0.0,371.609,1
2013-03-03 20:30:00,371.433,0.0,371.433,1
2013-11-24 19:30:00,371.38,0.0,371.38,1
2014-02-02 21:00:00,331.372,40.0,371.372,1
2014-02-21 20:00:00,331.201,40.0,371.201,1
2014-02-12 21:30:00,331.189,40.0,371.189,1
2014-01-04 20:30:00,331.175,40.0,371.175,1
2014-01-19 18:00:00,331.143,40.0,371.143,1
2013-02-03 17:00:00,371.138,0.0,371.138,1
2013-03-24 17:30:00,371.08,0.0,371.08,1
2014-02-27 20:00:00,331.051,40.0,371.051,1
2013-03-26 21:00:00,371.025,0.0,371.025,1
2014-01-17 18:00:00,330.948,40.0,370.948,1
2014-02-16 21:00:00,330.915,40.0,370.915,1
2014-02-17 21:00:00,330.803,40.0,370.803,1
2013-11-23 19:00:00,370.591,0.0,370.591,1
2013-11-19 19:00:00,370.533,0.0,370.533,1
2013-03-27 19:00:00,370.508,0.0,370.508,1
2014-02-27 19:30:00,330.462,40.0,370.462,1
2013-02-02 21:30:00,330.444,40.0,370.444,1
2013-03-05 19:30:00,370.374,0.0,370.374,1
2013-03-07 19:30:00,370.363,0.0,370.363,1
2014-01-28 21:30:00,330.279,40.0,370.279,1
2013-02-10 17:00:00,370.212,0.0,370.212,1
2013-03-20 20:00:00,370.044,0.0,370.044,1
2014-01-12 21:00:00,330.023,40.0,370.023,1
2013-12-16 21:00:00,329.994,40.0,369.994,1
2013-11-25 18:30:00,369.817,0.0,369.817,1
2013-11-17 19:00:00,369.766,0.0,369.766,1
2013-03-11 22:00:00,369.743,0.0,369.743,1
2014-02-13 21:30:00,329.705,40.0,369.705,1
2014-01-23 21:00:00,329.636,40.0,369.636,1
2013-03-21 21:00:00,369.636,0.0,369.636,1
2014-02-16 21:30:00,329.583,40.0,369.583,1
2014-01-13 21:30:00,329.563,40.0,369.563,1
2013-01-04 17:30:00,369.507,0.0,369.507,1
2014-01-18 20:30:00,329.414,40.0,369.414,1
2013-02-18 21:30:00,329.376,40.0,369.376,1
2013-03-09 20:00:00,369.372,0.0,369.372,1
2014-02-20 20:00:00,329.261,40.0,369.261,1
2013-12-01 21:00:00,329.254,40.0,369.254,1
2013-04-03 19:30:00,369.213,0.0,369.213,1
2013-03-26 21:30:00,369.093,0.0,369.093,1
2013-01-03 21:30:00,329.078,40.0,369.078,1
2014-02-19 20:00:00,329.065,40.0,369.065,1
2013-12-21 20:30:00,329.063,40.0,369.063,1
2013-12-30 20:30:00,329.016,40.0,369.016,1
2014-01-11 20:30:00,328.96,40.0,368.96,1
2014-02-09 21:30:00,328.946,40.0,368.946,1
2014-02-20 19:30:00,328.93,40.0,368.93,1
2013-03-09 19:00:00,368.838,0.0,368.838,1
2013-12-07 19:30:00,328.737,40.0,368.737,1
2013-12-22 21:00:00,328.67900000000003,40.0,368.67900000000003,1
2014-02-27 20:30:00,328.593,40.0,368.593,1
2013-03-09 18:30:00,368.549,0.0,368.549,1
2013-01-07 21:30:00,328.503,40.0,368.503,1
2014-02-20 19:00:00,328.501,40.0,368.501,1
2013-11-17 18:30:00,368.496,0.0,368.496,1
2013-02-23 17:30:00,368.453,0.0,368.453,1
2013-11-10 19:30:00,368.386,0.0,368.386,1
2013-03-13 21:00:00,368.366,0.0,368.366,1
2014-01-27 21:30:00,328.355,40.0,368.355,1
2014-02-04 21:30:00,328.274,40.0,368.274,1
2014-02-11 21:30:00,327.992,40.0,367.992,1
2013-02-05 22:00:00,367.936,0.0,367.936,1
2013-11-25 20:00:00,367.931,0.0,367.931,1
2013-01-20 11:00:00,367.859,0.0,367.859,1
2013-12-11 21:30:00,327.781,40.0,367.781,1
2014-01-26 21:30:00,327.76,40.0,367.76,1
2013-03-22 21:00:00,367.755,0.0,367.755,1
2013-01-08 21:00:00,327.7,40.0,367.7,1
2013-12-24 17:30:00,367.646,0.0,367.646,1
2013-01-20 11:30:00,367.643,0.0,367.643,1
2014-02-25 20:00:00,327.637,40.0,367.637,1
2014-01-24 21:00:00,327.613,40.0,367.613,1
2014-02-23 20:30:00,327.579,40.0,367.579,1
2014-01-07 21:00:00,327.569,40.0,367.569,1
2013-03-01 20:00:00,367.451,0.0,367.451,1
2013-01-19 10:30:00,367.338,0.0,367.338,1
2014-02-06 21:00:00,327.247,40.0,367.247,1
2013-12-16 20:30:00,327.234,40.0,367.234,1
2014-01-30 21:00:00,327.071,40.0,367.071,1
2013-01-27 17:30:00,367.048,0.0,367.048,1
2014-01-04 17:30:00,367.038,0.0,367.038,1
2014-02-03 21:30:00,327.013,40.0,367.013,1
2013-03-24 22:00:00,367.007,0.0,367.007,1
2013-11-17 19:30:00,366.971,0.0,366.971,1
2013-12-08 21:00:00,326.859,40.0,366.859,1
2013-01-24 17:00:00,366.847,0.0,366.847,1
2013-02-21 21:30:00,326.813,40.0,366.813,1
2013-01-06 21:30:00,326.802,40.0,366.802,1
2013-02-25 17:30:00,366.76,0.0,366.76,1
2014-02-08 20:30:00,326.759,40.0,366.759,1
2013-01-06 17:00:00,366.526,0.0,366.526,1
2013-03-02 20:30:00,366.518,0.0,366.518,1
2013-03-13 21:30:00,366.419,0.0,366.419,1
2013-12-30 21:00:00,326.332,40.0,366.332,1
2014-02-01 20:30:00,326.266,40.0,366.266,1
2013-11-22 19:00:00,366.248,0.0,366.248,1
2013-02-10 16:00:00,366.063,0.0,366.063,1
2013-12-26 20:00:00,326.00600000000003,40.0,366.00600000000003,1
2013-03-27 20:00:00,365.983,0.0,365.983,1
2013-12-23 21:00:00,325.909,40.0,365.909,1
2013-12-31 20:30:00,325.887,40.0,365.887,1
2014-02-18 21:00:00,325.885,40.0,365.885,1
2013-11-13 18:30:00,365.878,0.0,365.878,1
2013-02-16 20:30:00,325.848,40.0,365.848,1
2013-12-27 20:30:00,325.838,40.0,365.838,1
2014-01-17 20:30:00,325.715,40.0,365.715,1
2013-01-31 21:00:00,325.643,40.0,365.643,1
2014-01-15 21:30:00,325.629,40.0,365.629,1
2014-02-05 21:30:00,325.603,40.0,365.603,1
2013-12-08 21:30:00,325.568,40.0,365.568,1
2013-03-22 20:30:00,365.53,0.0,365.53,1
2014-01-01 17:30:00,365.418,0.0,365.418,1
2014-01-21 21:30:00,325.378,40.0,365.378,1
2014-02-09 21:00:00,325.36,40.0,365.36,1
2013-03-11 17:30:00,365.328,0.0,365.328,1
2013-12-05 21:30:00,325.244,40.0,365.244,1
2013-12-18 21:00:00,325.113,40.0,365.113,1
2013-02-19 18:00:00,325.068,40.0,365.068,1
2013-11-11 18:30:00,364.934,0.0,364.934,1
2013-01-25 22:00:00,364.932,0.0,364.932,1
2013-03-15 18:30:00,364.883,0.0,364.883,1
2013-03-12 22:00:00,364.865,0.0,364.865,1
2013-03-25 22:00:00,364.844,0.0,364.844,1
2013-02-11 22:00:00,364.815,0.0,364.815,1
2014-01-01 21:00:00,324.782,40.0,364.782,1
2013-02-12 17:30:00,364.762,0.0,364.762,1
2013-11-20 19:30:00,364.74,0.0,364.74,1
2013-01-22 22:00:00,364.677,0.0,364.677,1
2013-12-22 21:30:00,324.667,40.0,364.667,1
2014-01-10 20:30:00,324.626,40.0,364.626,1
2013-12-13 20:30:00,324.609,40.0,364.609,1
2014-01-22 21:00:00,324.565,40.0,364.565,1
2014-01-16 21:00:00,324.412,40.0,364.412,1
2013-01-04 21:00:00,324.339,40.0,364.339,1
2013-11-17 18:00:00,364.334,0.0,364.334,1
2014-02-14 21:00:00,324.28,40.0,364.28,1
2013-12-14 20:30:00,324.255,40.0,364.255,1
2013-03-06 19:00:00,364.177,0.0,364.177,1
2013-01-19 10:00:00,364.143,0.0,364.143,1
2014-01-22 21:30:00,324.13,40.0,364.13,1
2014-02-07 20:30:00,324.034,40.0,364.034,1
2014-02-26 20:30:00,324.031,40.0,364.031,1
2014-02-24 20:30:00,323.952,40.0,363.952,1
2014-01-31 21:00:00,323.813,40.0,363.813,1
2014-01-06 21:30:00,323.778,40.0,363.778,1
2013-03-10 21:00:00,363.767,0.0,363.767,1
2013-11-24 17:30:00,363.745,0.0,363.745,1
2013-11-10 20:00:00,363.68,0.0,363.68,1
2013-12-26 20:30:00,323.673,40.0,363.673,1
2014-01-14 21:30:00,323.601,40.0,363.601,1
2013-03-08 18:30:00,363.465,0.0,363.465,1
2013-03-25 18:00:00,363.416,0.0,363.416,1
2013-02-13 17:30:00,363.362,0.0,363.362,1
2013-02-10 16:30:00,363.325,0.0,363.325,1
2013-12-20 21:00:00,323.3,40.0,363.3,1
2013-01-08 21:30:00,323.252,40.0,363.252,1
2014-01-23 21:30:00,323.145,40.0,363.145,1
2013-11-11 19:00:00,363.091,0.0,363.091,1
2013-04-04 18:30:00,363.068,0.0,363.068,1
2013-03-10 18:00:00,362.954,0.0,362.954,1
2013-01-21 22:00:00,362.935,0.0,362.935,1
2013-12-15 17:00:00,362.935,0.0,362.935,1
2013-11-19 18:30:00,362.91,0.0,362.91,1
2013-12-17 21:00:00,322.495,40.0,362.495,1
2013-12-02 21:30:00,322.48,40.0,362.48,1
2013-01-09 21:30:00,322.434,40.0,362.434,1
2013-12-23 17:30:00,362.399,0.0,362.399,1
2013-11-19 19:30:00,362.348,0.0,362.348,1
2014-02-02 21:30:00,322.223,40.0,362.223,1
2014-01-02 21:00:00,322.195,40.0,362.195,1
2014-02-10 21:30:00,322.145,40.0,362.145,1
2013-01-15 22:00:00,362.095,0.0,362.095,1
2014-02-01 21:00:00,322.001,40.0,362.001,1
2014-01-30 21:30:00,322.001,40.0,362.001,1
2013-03-24 14:00:00,361.988,0.0,361.988,1
2013-11-19 20:00:00,361.881,0.0,361.881,1
2013-01-23 22:00:00,361.878,0.0,361.878,1
2014-01-09 21:30:00,321.865,40.0,361.865,1
2013-03-19 20:30:00,361.828,0.0,361.828,1
2014-02-24 18:00:00,321.799,40.0,361.799,1
2013-01-23 17:00:00,361.797,0.0,361.797,1
2013-03-03 21:00:00,361.797,0.0,361.797,1
2013-04-03 18:30:00,361.796,0.0,361.796,1
2013-12-07 20:00:00,321.776,40.0,361.776,1
2013-01-21 17:00:00,361.728,0.0,361.728,1
2014-02-22 20:00:00,321.552,40.0,361.552,1
2013-03-24 13:30:00,361.508,0.0,361.508,1
2013-12-01 21:30:00,321.409,40.0,361.409,1
2013-03-29 19:30:00,361.368,0.0,361.368,1
2013-12-24 21:00:00,321.363,40.0,361.363,1
2013-11-13 19:30:00,361.31,0.0,361.31,1
2014-01-03 21:00:00,321.297,40.0,361.297,1
2014-01-08 21:00:00,321.051,40.0,361.051,1
2013-12-03 21:30:00,320.97,40.0,360.97,1
2013-11-18 19:30:00,360.96,0.0,360.96,1
2014-01-20 21:30:00,320.926,40.0,360.926,1
2013-02-20 21:00:00,320.862,40.0,360.862,1
2013-01-31 21:30:00,320.835,40.0,360.835,1
2013-11-20 20:00:00,360.794,0.0,360.794,1
2013-11-23 18:30:00,360.739,0.0,360.739,1
2013-03-02 21:00:00,360.73,0.0,360.73,1
2014-01-19 19:30:00,320.647,40.0,360.647,1
2013-02-27 21:30:00,320.618,40.0,360.618,1
2013-03-05 18:30:00,360.608,0.0,360.608,1
2013-11-21 20:30:00,360.533,0.0,360.533,1
2013-12-17 21:30:00,320.512,40.0,360.512,1
2014-01-25 21:00:00,320.422,40.0,360.422,1
2014-02-19 20:30:00,320.405,40.0,360.405,1
2013-11-29 19:00:00,360.368,0.0,360.368,1
2013-03-14 21:00:00,360.209,0.0,360.209,1
2013-04-04 19:00:00,360.205,0.0,360.205,1
2014-01-11 21:00:00,320.198,40.0,360.198,1
2013-02-12 22:00:00,360.085,0.0,360.085,1
2013-03-07 20:30:00,360.027,0.0,360.027,1
2013-03-07 18:30:00,359.992,0.0,359.992,1
2013-04-04 20:30:00,359.933,0.0,359.933,1
2013-12-15 16:30:00,359.904,0.0,359.904,1
2013-12-08 17:30:00,359.583,0.0,359.583,1
2013-11-06 18:30:00,359.515,0.0,359.515,1
2013-03-13 22:00:00,359.46,0.0,359.46,1
2014-02-27 21:00:00,319.451,40.0,359.451,1
2013-11-15 18:30:00,359.421,0.0,359.421,1
2013-02-24 14:00:00,359.398,0.0,359.398,1
2013-01-11 17:30:00,359.358,0.0,359.358,1
2013-12-04 21:00:00,319.199,40.0,359.199,1
2013-03-04 20:30:00,359.192,0.0,359.192,1
2014-02-25 20:30:00,319.041,40.0,359.041,1
2013-01-24 22:00:00,358.922,0.0,358.922,1
2013-04-04 20:00:00,358.908,0.0,358.908,1
2013-11-22 20:00:00,358.88,0.0,358.88,1
2013-03-20 18:30:00,358.768,0.0,358.768,1
2013-12-28 20:30:00,318.683,40.0,358.683,1
2013-11-22 19:30:00,358.595,0.0,358.595,1
2013-03-15 20:00:00,358.475,0.0,358.475,1
2013-04-04 19:30:00,358.39,0.0,358.39,1
2013-02-09 17:00:00,358.296,0.0,358.296,1
2013-12-18 21:30:00,318.238,40.0,358.238,1
2013-03-07 20:00:00,358.192,0.0,358.192,1
2013-12-19 17:30:00,358.073,0.0,358.073,1
2013-12-13 21:00:00,317.916,40.0,357.916,1
2013-03-09 20:30:00,357.894,0.0,357.894,1
2013-03-20 20:30:00,357.837,0.0,357.837,1
2013-03-05 20:00:00,357.752,0.0,357.752,1
2013-11-18 20:00:00,357.587,0.0,357.587,1
2013-04-03 19:00:00,357.404,0.0,357.404,1
2014-01-07 21:30:00,317.356,40.0,357.356,1
2013-01-04 21:30:00,317.349,40.0,357.349,1
2014-01-18 17:30:00,357.29,0.0,357.29,1
2013-01-25 10:30:00,357.201,0.0,357.201,1
2013-12-24 21:30:00,317.096,40.0,357.096,1
2013-01-17 22:30:00,356.913,0.0,356.913,1
2013-01-16 22:30:00,356.897,0.0,356.897,1
2013-11-20 20:30:00,356.89,0.0,356.89,1
2014-01-12 21:30:00,316.872,40.0,356.872,1
2014-01-19 20:00:00,316.852,40.0,356.852,1
2014-01-12 17:00:00,356.851,0.0,356.851,1
2013-12-10 21:30:00,316.842,40.0,356.842,1
2013-02-10 15:00:00,356.8,0.0,356.8,1
2013-02-24 13:30:00,356.769,0.0,356.769,1
2014-01-31 21:30:00,316.76,40.0,356.76,1
2013-01-05 21:30:00,316.703,40.0,356.703,1
2013-11-20 18:00:00,356.676,0.0,356.676,1
2013-11-14 18:30:00,356.533,0.0,356.533,1
2013-12-12 21:00:00,316.484,40.0,356.484,1
2013-12-29 21:30:00,316.438,40.0,356.438,1
2013-03-08 20:00:00,356.401,0.0,356.401,1
2013-01-20 10:30:00,356.381,0.0,356.381,1
2013-12-31 21:00:00,316.29,40.0,356.29,1
2013-01-28 17:00:00,356.205,0.0,356.205,1
2013-12-20 21:30:00,316.123,40.0,356.123,1
2013-02-10 13:30:00,356.12,0.0,356.12,1
2014-02-26 21:00:00,316.022,40.0,356.022,1
2014-01-04 17:00:00,356.022,0.0,356.022,1
2014-02-18 21:30:00,315.994,40.0,355.994,1
2013-12-30 21:30:00,315.906,40.0,355.906,1
2013-02-16 21:00:00,315.849,40.0,355.849,1
2013-02-02 17:30:00,355.803,0.0,355.803,1
2013-03-10 21:30:00,355.788,0.0,355.788,1
2013-03-24 13:00:00,355.743,0.0,355.743,1
2013-03-23 17:30:00,355.672,0.0,355.672,1
2013-11-14 19:30:00,355.661,0.0,355.661,1
2013-12-15 20:30:00,315.624,40.0,355.624,1
2013-01-25 09:00:00,355.559,0.0,355.559,1
2013-11-13 19:00:00,355.551,0.0,355.551,1
2013-12-16 21:30:00,315.546,40.0,355.546,1
2013-11-12 19:00:00,355.347,0.0,355.347,1
2013-12-22 17:30:00,355.296,0.0,355.296,1
2014-01-15 21:00:00,315.19,40.0,355.19,1
2013-03-16 19:00:00,355.159,0.0,355.159,1
2013-03-03 21:30:00,355.133,0.0,355.133,1
2013-03-18 21:00:00,355.054,0.0,355.054,1
2013-12-27 21:00:00,314.933,40.0,354.933,1
2013-02-03 16:30:00,354.93,0.0,354.93,1
2013-01-14 22:00:00,354.861,0.0,354.861,1
2013-01-12 17:00:00,354.808,0.0,354.808,1
2013-02-24 17:00:00,354.701,0.0,354.701,1
2013-12-12 21:30:00,314.651,40.0,354.651,1
2014-02-27 21:30:00,314.65,40.0,354.65,1
2013-01-25 17:00:00,354.639,0.0,354.639,1
2013-01-18 16:30:00,354.581,0.0,354.581,1
2013-04-01 19:30:00,354.541,0.0,354.541,1
2013-01-29 17:30:00,354.438,0.0,354.438,1
2013-02-24 13:00:00,354.436,0.0,354.436,1
2013-11-28 19:30:00,354.403,0.0,354.403,1
2014-01-04 21:00:00,314.292,40.0,354.292,1
2013-02-20 18:00:00,314.24,40.0,354.24,1
2013-02-10 15:30:00,354.234,0.0,354.234,1
